,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5609,41,,B3,47-47 192ND STREET,,11358,2,0,2,"4,000","2,500",1935,1,B3,"1,700,000",11/26/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5612,50,,B3,47-24 194TH STREET,,11358,2,0,2,"4,000","1,750",1955,1,B3,0,10/15/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5613,72,,B2,47-68 195TH STREET,,11358,2,0,2,"3,650","1,950",1955,1,B2,"149,331",05/19/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5616,45,,B1,47-24 197 STREET,,11358,2,0,2,"5,000","1,128",1940,1,B1,"1,560,000",10/29/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5616,62,,B3,47-62 197 STREET,,11358,2,0,2,"2,000","1,560",1945,1,B3,0,06/01/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5617,24,,B1,47-11 197TH STREET,,11358,2,0,2,"3,509","2,200",2003,1,B1,"1,600,000",12/30/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5617,30,,B1,197-08 47 AVENUE,,11358,2,0,2,"3,039","3,575",1960,1,B1,0,08/27/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5617,36,,B1,47-08 198TH STREET,,11358,2,0,2,"2,371","1,930",2004,1,B1,"980,000",09/10/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5617,55,,B1,47-40 198TH STREET,,11358,2,0,2,"3,500","2,330",2022,1,B1,0,01/23/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5626,50,,B3,48-51 190 STREET,,11365,2,0,2,"5,550","1,318",1945,1,B3,"1,200,000",03/31/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5648,11,,B3,50-35 194 STREET,,11365,2,0,2,"4,000","1,902",1930,1,B3,0,05/22/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5648,13,,B3,50-31 194 STREET,,11365,2,0,2,"4,000","1,902",1930,1,B3,0,12/19/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5648,25,,B3,50-07 194TH STREET,,11365,2,0,2,"4,000","1,902",1930,1,B3,0,12/17/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5666,150,,B3,53-26 196TH STREET,,11365,2,0,2,"1,800","1,782",1955,1,B3,0,12/15/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5670,22,,B3,56-36 185 STREET,,11365,2,0,2,"4,000","2,600",1950,1,B3,0,06/25/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5670,51,,B1,56-23 184TH STREET,,11365,2,0,2,"4,000","2,496",1950,1,B1,0,04/21/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5683,34,,B3,56-51 196 STREET,,11365,2,0,2,"5,000","2,950",1945,1,B3,0,05/26/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5704,49,,B3,58-39 196 PLACE,,11365,2,0,2,"4,520","2,900",1945,1,B3,"1,820,000",02/27/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5766,26,,B3,166-36 23 AVENUE,,11357,2,0,2,"3,897","1,728",1940,1,B3,"1,305,000",06/26/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5768,66,,B1,166-27 25 AVENUE,,11357,2,0,2,"4,000","1,739",1945,1,B1,"1,380,000",12/08/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5773,66,,B1,169-23 26 AVENUE,,11358,2,0,2,"4,290","3,052",1950,1,B1,"1,630,000",07/17/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6351,35,,B3,57-10 LAWRENCE STREET,,11355,2,0,2,"2,452","1,600",1950,1,B3,0,09/11/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6351,52,,B9,130-07 57 ROAD,,11355,2,0,2,"3,120","2,572",1965,1,B9,0,05/15/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6352,7,,B1,130-12 57 ROAD,,11355,2,0,2,"2,200","1,780",1955,1,B1,0,12/12/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6352,8,,B1,130-14 57 ROAD,,11355,2,0,2,"2,200","1,780",1955,1,B1,"1,280,000",09/09/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6352,69,,B1,130-07 58TH AVENUE,,11355,2,0,2,"1,600","2,600",2000,1,B1,0,01/22/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6353,47,,B1,58-05 COLLEGE POINT BLVD,,11355,2,0,2,"3,150","2,200",1965,1,B1,0,12/18/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6354,44,,B1,130-11 59TH AVENUE,,11355,2,0,2,"4,000","2,700",1965,1,B1,"2,190,000",06/22/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6355,1,,B1,130-02 59TH AVENUE,,11355,2,0,2,"3,300","2,244",1960,1,B1,0,06/25/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6355,23,,B3,130-42 59TH AVENUE,,11355,2,0,2,"4,000","2,012",1920,1,B3,"1,600,000",12/04/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6356,3,,B9,130-06 60 AVENUE,,11355,2,0,2,"3,010","2,824",1960,1,B9,"990,000",02/18/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6358,5,,B3,5701 LAWRENCE STREET,,11355,2,0,2,"2,000","1,560",1940,1,B3,0,01/21/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6359,4,,B1,132-06 57TH ROAD,,11355,2,0,2,"1,285","1,762",2002,1,B1,"1,488,888",10/17/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6359,21,,B3,57-28 134 STREET,,11355,2,0,2,"2,200","1,312",1925,1,B3,0,06/25/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6361,34,,B3,134-33 57TH ROAD,,11355,2,0,2,"2,000","1,760",1940,1,B3,0,11/26/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6364,44,,B1,132-35 59 AVENUE,,11355,2,0,2,"4,000","2,253",1950,1,B1,0,01/08/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6364,72,,B1,132-20 58 ROAD,,11355,2,0,2,"2,500","2,040",1950,1,B1,0,11/03/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6364,82,,B1,132 -40 58TH ROAD,,11355,2,0,2,"4,000","2,730",1925,1,B1,0,05/21/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6365,21,,B1,134-46 58TH AVENUE,,11355,2,0,2,"1,702","2,980",1960,1,B1,0,11/03/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6366,91,,B1,134-02 58 ROAD,,11355,2,0,2,"2,000","1,640",1955,1,B1,0,06/16/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6366,97,,B1,134-16 58 ROAD,,11355,2,0,2,"4,000","1,603",1955,1,B1,"1,350,000",03/09/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6367,43,,B2,132-45 60 AVENUE,,11355,2,0,2,"4,000","2,538",1965,1,B2,0,12/16/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6367,50,,B3,132-33 60TH AVE,,11355,2,0,2,"4,000","3,598",1920,1,B3,0,10/06/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6367,54,,B3,132-25 60 AVENUE,,11355,2,0,2,"2,000","1,960",1935,1,B3,"1,350,000",12/16/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6367,58,,B2,132-15 60 AVENUE,,11355,2,0,2,"4,000","2,720",1930,1,B2,"1,505,000",01/27/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6369,89,,B1,132-54 59 AVENUE,,11355,2,0,2,"2,500","2,184",1998,1,B1,"1,495,000",06/17/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6370,103,,B2,134-16 60 AVENUE,,11355,2,0,2,"4,000","3,345",1925,1,B2,"1,580,000",10/21/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6371,31,,B1,57-14 138TH STREET,,11355,2,0,2,"2,500","2,244",1998,1,B1,"1,500,000",01/28/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6371,52,,B2,57-27 136 STREET,,11355,2,0,2,"3,000","2,181",1925,1,B2,0,10/28/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6372,48,,B2,136-03 58TH AVENUE,,11355,2,0,2,"2,100","1,900",2001,1,B2,"1,550,000",09/08/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6374,20,,B1,136-40 58 ROAD,,11355,2,0,2,"3,000","3,168",1925,1,B1,0,02/24/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6377,2,,B9,58-17 138TH ST,,11355,2,0,2,"3,300","3,432",1950,1,B9,0,11/03/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6379,6,,B3,136-12 59 AVENUE,,11355,2,0,2,"2,000",820,1958,1,B3,0,10/04/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6381,20,,B2,138-07 60 AVENUE,,11355,2,0,2,"2,940","2,296",1955,1,B2,0,05/26/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6381,27,,B3,138-24 59TH AVENUE,,11355,2,0,2,"3,300","1,509",1940,1,B3,0,12/22/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6402,24,,B3,57-02 142ND STREET,,11355,2,0,2,"3,325","1,991",1940,1,B3,10,08/07/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6403,13,,B3,139-26 58TH AVENUE,,11355,2,0,2,"2,000","1,790",1935,1,B3,0,09/02/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6403,40,,B3,140-09 58TH ROAD,,11355,2,0,2,"2,000","1,600",1935,1,B3,0,11/24/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6404,25,,B3,141-05 59 AVENUE,,11355,2,0,2,"1,948","1,520",1935,1,B3,"1,125,000",03/12/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6406,1,,B1,142-47 58 AVENUE,,11355,2,0,2,"4,187","2,112",2010,1,B1,0,02/19/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6408,5,,B3,142-41 59 AVENUE,,11355,2,0,2,"4,000","2,912",1940,1,B3,0,06/17/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6408,50,,B1,5828 146 ST,,11355,2,0,2,"3,960","3,858",2023,1,B1,0,03/24/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6414,20,,B3,146-26 58TH AVENUE,,11355,2,0,2,"2,200","1,650",1950,1,B3,0,02/18/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6414,20,,B3,146-26 58TH AVENUE,,11355,2,0,2,"2,200","1,650",1950,1,B3,0,03/02/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6415,4,,B2,58-37 146 STREET,,11355,2,0,2,"3,733","2,232",1935,1,B2,0,10/04/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6421,26,,B3,148-35 58 AVENUE,,11355,2,0,2,"1,800","1,296",1950,1,B3,"1,070,000",08/04/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6423,21,,B1,148-29 59 AVENUE,,11355,2,0,2,"2,200","1,560",1950,1,B1,0,12/26/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6424,2,,B1,148-42 59TH AVENUE,,11355,2,0,2,"4,000","3,441",2014,1,B1,0,10/06/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6424,40,,B3,148-02 59 AVENUE,,11355,2,0,2,"4,000","1,890",1945,1,B3,0,12/05/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6430,32,,B2,57-12 153 STREET,,11355,2,0,2,"2,000","1,800",2017,1,B2,"1,350,000",02/05/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6431,54,,B3,58-13 150TH STREET,,11355,2,0,2,"2,033","1,840",1945,1,B3,"1,200,000",02/09/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6432,35,,B3,150-35 59 AVENUE,,11355,2,0,2,"2,500","2,422",1965,1,B3,0,08/07/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6434,20,,B3,150-42 60 AVENUE,,11355,2,0,2,"2,100","1,917",1940,1,B3,"1,781,938",11/20/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6440,26,,B3,153-47 60TH AVENUE,,11355,2,0,2,"2,600","1,616",1945,1,B3,0,09/23/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6441,19,,B3,153-38 60TH AVENUE,,11355,2,0,2,"4,000","2,440",1945,1,B3,0,12/29/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6720,40,,B3,154-32 58 AVENUE,,11355,2,0,2,"2,500","2,007",1950,1,B3,0,04/04/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6720,40,,B3,154-32 58TH AVENUE,,11355,2,0,2,"2,500","2,007",1950,1,B3,0,05/06/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6723,38,,B3,57-59 156TH STREET,,11355,2,0,2,"2,000","1,560",1945,1,B3,0,01/24/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6723,47,,B3,57-41 156TH STREET,,11355,2,0,2,"2,000","1,560",1945,1,B3,"998,000",09/15/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6723,65,,B3,57-03 156 STREET,,11355,2,0,2,"2,584","1,760",1945,1,B3,0,01/21/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6724,10,,B1,5712 PARSONS BOULEVARD,,11365,2,0,2,"4,000","3,885",2006,1,B1,0,09/01/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6724,18,,B3,57-28 PARSONS BLVD,,11365,2,0,2,"4,000","2,282",1950,1,B3,"2,185,000",12/22/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6724,55,,B3,57-15 157 STREET,,11355,2,0,2,"4,100","1,215",1950,1,B3,"400,000",06/18/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6725,44,,B3,5727 PARSONS BOULEVARD,,11365,2,0,2,"4,100","1,940",1950,1,B3,0,04/03/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6725,48,,B3,57-19 PARSONS BOULEVARD,,11365,2,0,2,"4,100","2,550",1950,1,B3,"1,830,000",12/30/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6727,30,,B1,160-16 BOOTH MEMORIAL AVENUE,,11365,2,0,2,"1,760","1,480",1950,1,B1,0,08/04/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6728,27,,B1,161-06 BOOTH MEMORIAL AVE,,11365,2,0,2,"2,143","1,600",1950,1,B1,0,11/11/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6730,5,,B9,163-11 59TH AVENUE,,11365,2,0,2,"2,850","1,659",1950,1,B9,0,12/08/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6730,9,,B9,57-45 163RD STREET,,11365,2,0,2,"1,975","1,302",1950,1,B9,"870,000",08/19/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6733,24,,B2,59-27 155TH STREET,,11355,2,0,2,"3,000","2,288",2004,1,B2,0,10/23/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6737,32,,B3,159-06 59 AVENUE,,11365,2,0,2,"2,500","1,380",1930,1,B3,0,05/22/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6738,44,,B3,59-20 161 STREET,,11365,2,0,2,"2,400","1,408",1925,1,B3,0,12/05/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6739,55,,B3,59-32 162 STREET,,11365,2,0,2,"2,500","1,160",1930,1,B3,0,04/07/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6740,50,,B3,59-34 163 STREET,,11365,2,0,2,"2,500","1,886",1930,1,B3,0,09/19/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6741,34,,B9,163-12 59TH AVENUE,,11365,2,0,2,"2,027","1,361",1935,1,B9,0,07/21/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6866,364,,B1,60-08 168 STREET,,11365,2,0,2,"2,388","1,536",1989,1,B1,0,04/06/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,6866,366,,B2,60-12 168 STREET,,11365,2,0,2,"4,000","1,892",1920,1,B2,0,01/21/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,7066,42,,B1,58-12 183 STREET,,11365,2,0,2,"3,000","2,160",1960,1,B1,"1,600,000",10/30/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,7067,33,,B1,183-26 BOOTH MEMORIAL AVENUE,,11365,2,0,2,"1,310","2,830",2011,1,B1,"1,368,000",03/30/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,7375,9,,B3,51-18 199TH STREET,,11365,2,0,2,"4,000","2,427",1950,1,B3,"1,460,000",07/07/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,7375,11,,B3,51-22 199 STREET,,11365,2,0,2,"4,000","2,534",1950,1,B3,0,09/03/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,7376,34,,B2,51-23 199 STREET,,11365,2,0,2,"4,000","2,808",1955,1,B2,"1,570,000",04/15/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,7405,15,,B3,5318 197TH STREET,,11365,2,0,2,"4,450","3,036",1945,1,B3,0,09/12/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,7407,37,,B1,198-01 56 AVENUE,,11365,2,0,2,"2,000","2,403",1940,1,B1,"1,330,000",11/12/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,03 THREE FAMILY DWELLINGS,1,4409,141,,C0,31-28 137TH STREET,,11354,3,0,3,"3,625","4,224",2001,1,C0,0,06/25/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,03 THREE FAMILY DWELLINGS,1,4414,22,,C0,140-16 31 DRIVE,,11354,3,0,3,"2,790","2,350",1960,1,C0,0,03/31/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,03 THREE FAMILY DWELLINGS,1,4414,97,,C0,140-07 32 AVENUE,,11354,3,0,3,"2,625","4,109",2022,1,C0,"2,667,815",05/26/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,03 THREE FAMILY DWELLINGS,1,4414,98,,C0,140-05 32 AVENUE,,11354,3,0,3,"2,310","4,258",2022,1,C0,"2,525,260",03/31/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,03 THREE FAMILY DWELLINGS,1,4696,44,,C0,150-29 25 AVENUE,,11357,3,0,3,"2,100","2,026",1975,1,C0,0,11/21/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,03 THREE FAMILY DWELLINGS,1,4769,33,,C0,25-18 PARSONS BLVD,,11354,3,0,3,"2,142","2,100",1955,1,C0,0,04/27/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,03 THREE FAMILY DWELLINGS,1,4779,39,,C0,144-64 25TH ROAD,,11354,3,0,3,"2,100","3,000",1960,1,C0,"1,520,000",06/12/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,03 THREE FAMILY DWELLINGS,1,4779,52,,C0,144-45 25 DRIVE,,11354,3,0,3,"3,200","3,252",1960,1,C0,"1,600,000",04/10/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,03 THREE FAMILY DWELLINGS,1,4779,57,,C0,144-33 25 DRIVE,,11354,3,0,3,"3,300","3,252",1960,1,C0,"1,670,000",08/19/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,FLUSHING-NORTH,03 THREE FAMILY DWELLINGS,1,4780,8,,C0,25-57 PARSONS BOULEVARD,,11354,3,0,3,"2,222","2,173",1960,1,C0,0,01/07/2026
